タイムスタンプ,受付,国籍※国籍が分かる場合「その他」に国名を記入,時間帯,目的,人数,性別,年齢,問い合わせ内容,Komatsu九館内の案内,交通,目的地※主な所を一ヶ所,周辺店舗、飲食店※複数可,観光案内,パンフレットお渡し,物産,宿泊,イベント,その他（落とし物、ATM、公衆電話、授乳室など）,問い合わせ内容/回答
2026/03/11,電話,1.日本,09時台,観光,個人,男性,40代から50代,交通,,バス,目的地不明,,,,,,,,麦口線乗り場のバス停をご案内しました
2026/03/11,窓口,1.日本,09時台,市民利用,個人,女性,40代から50代,交通,,バス,小松市以外（福井、金沢ほか県外）,,,,,,,,
2026/03/11,窓口,1.日本,14時台,観光,個人,男性,20代から30代,交通,,バス,イオンモール,,,,,,,,バス時刻、乗り場をご案内しました。林
2026/03/11,窓口,1.日本,14時台,観光,個人,男性,20代から30代,Komatsu九館内,喫煙所,,,,,,,,,,
2026/03/11,窓口,1.日本,13時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/11,窓口,1.日本,17時台,観光,個人,女性,60代以上,観光案内,,,,,小松市を外国人に案内したい,個別のパンフレット,,,,,小松の杜とルルブの英語版をお渡ししました　小坂
2026/03/12,窓口,1.日本,10時台,観光,家族連れ,男女,60代以上,交通,,バス,宮本三郎美術館,,,,,,,,宮本三郎美術館までのアクセスをご案内したが、本日休館のため駅周辺の他の観光もご案内した。石や遺跡に興味があるとのことで、ギャラリーをご案内した。
2026/03/12,窓口,3.欧米,10時台,ビジネス,個人,男性,60代以上,その他,,,,,,,,,,その他,コピー機をお探し。コンビニをご案内した。
2026/03/12,窓口,1.日本,10時台,ビジネス,個人,女性,20代から30代,Komatsu九館内,ギャラリーエリア,,,,,,,,,,にぎわいセンターの事務所をお探し。ギャラリーをご案内した。
2026/03/12,窓口,1.日本,11時台,観光,個人,女性,40代から50代,物産,,,,,,,取扱いのないもの（金沢土産、栗蒸し羊羹等）,,,,中田屋のきんつばをお探し。取り扱いないことをお伝えした。
2026/03/12,窓口,1.日本,16時台,観光,個人,男性,60代以上,観光案内,,,,,東尋坊、兼六園、近江町市場,個別のパンフレット,,,,,
2026/03/13,窓口,1.日本,12時台,観光,個人,女性,20代から30代,交通,,シェアサイクル,利用方法,,,,,,,,シェアサイクルの利用方法について問い合わせ。パンフレットをお渡した。
2026/03/13,窓口,1.日本,10時台,観光,個人,男女,60代以上,観光案内,,,,,駅周辺,見て歩きマップ,,,,,2時間ほど駅周辺を観光したいとのこと。みよっさや小松の杜をご案内した。
2026/03/13,窓口,1.日本,11時台,観光,2〜5人,男女,40代から50代,観光案内,,,,,駅周辺,見て歩きマップ,,,,,2時間ほど駅周辺を観光したいとのこと。みよっさや小松の杜をご案内した。
2026/03/14,窓口,2.アジア,10時台,観光,個人,女性,20代から30代,物産,,,,,,,食品,,,,骨のあるチーズをお探し。カマンベール以外品切れだったので、カマンベールをお買い上げ。
2026/03/14,窓口,1.日本,10時台,観光,個人,男性,60代以上,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/14,窓口,1.日本,11時台,観光,個人,女性,40代から50代,交通,,バス,山代温泉,,,,,,,,東京から日帰りで山代温泉に行かれるとのこと。バスやIRの時刻をご案内した。
2026/03/14,窓口,1.日本,13時台,市民利用,個人,女性,40代から50代,周辺店舗、飲食店,,,,郵便局,,,,,,,郵便局をお探し。ご案内した。
2026/03/15,電話,1.日本,10時台,観光,個人,女性,40代から50代,観光案内,,,,,"ハニベ巌窟院, 木場潟公園",個別のパンフレット,,,,,
2026/03/15,窓口,1.日本,11時台,市民利用,個人,女性,40代から50代,交通,,バス,小松空港,,,,,,,,
2026/03/15,窓口,1.日本,11時台,市民利用,個人,女性,20代から30代,交通,,バス,イオンモール新小松,,,,,,,,
2026/03/15,窓口,1.日本,11時台,観光,個人,女性,40代から50代,観光案内,,,,,木場潟公園,お渡しなし,,,,,木場潟公園の開花状況とアクセス方法をご案内しました
2026/03/15,窓口,1.日本,16時台,観光,2〜5人,女性,学生,交通,,バス,イオンモール,,,,,,,,
2026/03/15,窓口,1.日本,16時台,観光,個人,女性,20代から30代,その他,,,,,,,,,,その他,ポムポムのパンフレットがほしいとのこと
2026/03/15,窓口,1.日本,17時台,観光,個人,男性,20代から30代,Komatsu九館内,Wi-Fi,,,,,,,,,,ユニさんとカブーレさんを案内した
2026/03/15,窓口,1.日本,17時台,観光,個人,男性,40代から50代,交通,,バス,小松空港,,,,,,,,決済方法
2026/03/15,窓口,1.日本,17時台,観光,個人,男性,40代から50代,観光案内,,,,,こまつの杜,個別のパンフレット,,,,,開門日について聞かれた
2026/03/16,窓口,1.日本,09時台,観光,個人,男性,60代以上,交通,,バス,那谷寺,,,,,,,,那谷寺までのアクセス。粟津線をご案内した。
2026/03/16,窓口,1.日本,09時台,観光,個人,女性,20代から30代,周辺店舗、飲食店,,,,郵便局,,,,,,,駅前郵便局をご案内した。
2026/03/16,窓口,1.日本,14時台,観光,個人,男性,60代以上,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/16,電話,1.日本,14時台,ビジネス,個人,女性,40代から50代,観光案内,,,,,安宅住吉神社、安宅の関,お渡しなし,,,,,旅行会社からの問い合わせ。長沖さんで昼食後観光をしたいとのこと。住吉神社や自動車博物館をご紹介した。
2026/03/16,窓口,1.日本,16時台,観光,個人,女性,20代から30代,周辺店舗、飲食店,,,,日本レンタカー,,,,,,,日本レンタカー小松駅前店をご案内しました
2026/03/16,窓口,1.日本,16時台,市民利用,個人,女性,60代以上,物産,,,,,,,取扱いのないもの（金沢土産、栗蒸し羊羹等）,,,,マルセイバターサンド
2026/03/16,電話,1.日本,16時台,ビジネス,個人,女性,40代から50代,物産,,,,,,,お菓子,,,,小松の韓国ウケする和菓子
2026/03/17,窓口,3.欧米,12時台,観光,家族連れ,男女,40代から50代,交通,,バス,日本自動車博物館,,,,,,,,自動車博物館に行きたいとのこと。バスとタクシーをご案内した。
2026/03/17,窓口,1.日本,11時台,ビジネス,個人,男性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/17,窓口,2.アジア,11時台,観光,個人,女性,20代から30代,周辺店舗、飲食店,,,,郵便局,,,,,,,郵便局をお探し。駅前郵便局をご案内した。
2026/03/18,窓口,1.日本,18時台,観光,個人,女性,20代から30代,物産,,,,,,,酒,,,,能登ワイン赤
2026/03/19,窓口,2.アジア,10時台,観光,2〜5人,女性,20代から30代,Komatsu九館内,喫煙所,,,,,,,,,,喫煙所をご案内しました
2026/03/19,窓口,2.アジア,13時台,観光,個人,男性,20代から30代,Komatsu九館内,喫煙所,,,,,,,,,,喫煙所をご案内しました
2026/03/19,窓口,1.日本,13時台,観光,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/19,窓口,1.日本,11時台,観光,2〜5人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/19,窓口,1.日本,11時台,観光,個人,男性,学生,周辺店舗、飲食店,,,,ランチ,,,,,,,近くでランチできるところ。カブーレ、アルバご案内しました。
2026/03/20,窓口,1.日本,11時台,観光,個人,女性,20代から30代,交通,,バス,安宅住吉神社、勧進帳ものがたり館,,,,,,,,住吉神社に行くバスをご案内しました
2026/03/20,窓口,1.日本,10時台,観光,2〜5人,女性,40代から50代,交通,,バス,安宅住吉神社、勧進帳ものがたり館,,,,,,,,安宅の関へのバスのご案内をしました　小坂
2026/03/20,窓口,1.日本,11時台,観光,個人,女性,40代から50代,交通,,バス,那谷寺,,,,,,,,
2026/03/20,窓口,1.日本,12時台,観光,個人,女性,40代から50代,周辺店舗、飲食店,,,,近くの温泉,,,,,,,
2026/03/20,窓口,1.日本,12時台,観光,2〜5人,女性,60代以上,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/20,窓口,3.欧米,10時台,観光,個人,女性,20代から30代,観光案内,,,,,小松天満宮,お渡しなし,,,,,桜がまだなので梅の名所をご案内しました。シェアサイクルの1回会員を利用されたので使い方を教えました　小坂
2026/03/20,窓口,2.アジア,15時台,観光,個人,男性,20代から30代,交通,,飛行機,小松空港,,,,,,,,
2026/03/21,窓口,1.日本,09時台,観光,家族連れ,男女,40代から50代,交通,,タクシー,九谷陶芸村,,,,,,,,九谷陶芸村までのアクセス。バスもご案内したが、タクシーで向かわれた。
2026/03/21,窓口,1.日本,10時台,市民利用,個人,女性,60代以上,物産,,,,,,,取扱いのないもの（金沢土産、栗蒸し羊羹等）,,,,芝寿司をお探し。取り扱いないことをお伝え。
2026/03/21,電話,1.日本,12時台,観光,個人,男性,60代以上,周辺店舗、飲食店,,,,小松うどん、塩焼きそば,,,,,,,小松駅から勝っちゃんまでの距離など。（田中）
2026/03/21,窓口,1.日本,10時台,市民利用,個人,男性,40代から50代,交通,,バス,向本折,,,,,,,,向本折までのバスをお探し。月津線をご案内した。
2026/03/21,窓口,1.日本,14時台,観光,個人,女性,60代以上,観光案内,,,,,みよっさ,見て歩きマップ,,,,,駅周辺の観光地。みよっさと錦窯をご案内した。
2026/03/21,窓口,1.日本,14時台,観光,個人,女性,40代から50代,Komatsu九館内,景色,,,,,,,,,,"小松駅で景色のいいところは？
改札内の2階をご案内した。"
2026/03/21,窓口,1.日本,15時台,観光,個人,男性,60代以上,観光案内,,,,,錦窯,見て歩きマップ,,,,,九谷焼を見たいとのこと。錦窯をご案内した。
2026/03/21,窓口,1.日本,16時台,観光,個人,男性,40代から50代,Komatsu九館内,日本遺産,,,,,,,,,,イベントスペースに案内した
2026/03/21,窓口,1.日本,16時台,観光,家族連れ,男女,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/21,窓口,1.日本,16時台,市民利用,家族連れ,女性,学生,Komatsu九館内,コワーキングエリア,,,,,,,,,,料金などについて聞かれた
2026/03/21,窓口,1.日本,17時台,観光,個人,男性,20代から30代,周辺店舗、飲食店,,,,小松うどん、塩焼きそば,,,,,,,つるっと、ほたや、勝っちゃんなどをご案内しました。
2026/03/21,窓口,1.日本,14時台,観光,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/21,窓口,1.日本,14時台,観光,個人,男性,40代から50代,物産,,,,,,,駅弁,,,,駅弁をお探し。カブーレをご案内しました（田中）
2026/03/22,窓口,1.日本,17時台,観光,家族連れ,男女,20代から30代,周辺店舗、飲食店,,,,"ディナー, 小松うどん、塩焼きそば, 寿司",,,,,,,2時間ほど時間があるとのことで、ご飯を食べることを提案した
2026/03/22,窓口,1.日本,16時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/22,窓口,1.日本,17時台,観光,個人,女性,40代から50代,観光案内,,,,,加賀市の観光地について,"じゃらん, 見て歩きマップ, 個別のパンフレット",,,,,加賀市の観光についてお問い合わせ。キャンバスなどをご案内しました（田中）
2026/03/23,窓口,1.日本,11時台,市民利用,個人,女性,60代以上,物産,,,,,,,お菓子,,,,福うさぎをお探し。セブンをご案内した。ー
2026/03/23,電話,1.日本,15時台,市民利用,個人,男性,60代以上,周辺店舗、飲食店,,,,近くの美容院,,,,,,,
2026/03/23,窓口,1.日本,18時台,観光,2〜5人,男女,40代から50代,周辺店舗、飲食店,,,,ディナー,,,,,,,晩御飯洋食を食べたい。ルーチェとブニヤデモカを案内。ブニヤデモカに行かれました。林
2026/03/24,窓口,1.日本,11時台,観光,個人,女性,40代から50代,周辺店舗、飲食店,,,,小松駅周辺,,,,,,,ウェスターポイント使える所はありますかと聞かれました　無いですとご案内しました
2026/03/25,窓口,1.日本,10時台,ビジネス,個人,男性,40代から50代,周辺店舗、飲食店,,,,松寿園,,,,,,,松寿園までのアクセスの問い合わせ。見て歩きマップをお渡しした。
2026/03/25,電話,1.日本,10時台,市民利用,個人,男性,40代から50代,イベント,,,,,,,,,大相撲,,小松場所のチケットの問い合わせ。店頭販売のご案内をした。
2026/03/25,窓口,1.日本,11時台,観光,個人,男性,40代から50代,観光案内,,,,,那谷寺,"じゃらん, 個別のパンフレット",,,,,半日小松の観光したいとのこと。那谷寺などをご案内した。
2026/03/25,窓口,1.日本,14時台,観光,個人,女性,60代以上,観光案内,,,,,本陣美術館,見て歩きマップ,,,,,駅周辺で観光したいとのこと。小松の杜や本陣美術館をご案内しました。
2026/03/25,窓口,1.日本,15時台,観光,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/26,窓口,2.アジア,11時台,観光,個人,男性,20代から30代,観光案内,,,,,"みよっさ, こまつの杜",見て歩きマップ,,,,,小松駅周辺を観光したいとのこと。みよっさや錦窯、神社をご案内した。
2026/03/26,電話,1.日本,12時台,ビジネス,個人,男性,40代から50代,イベント,,,,,,,,,航空祭,,航空祭のことはどこに聞いたらよいか。自衛隊に直接問い合わせていただくようご案内した。
2026/03/26,窓口,1.日本,15時台,観光,個人,女性,20代から30代,観光案内,,,,,新幹線の展望,お渡しなし,,,,,サイエンスヒルズを案内した
2026/03/26,窓口,1.日本,17時台,観光,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/26,窓口,1.日本,16時台,観光,個人,男性,40代から50代,物産,,,,,,,取扱いのないもの（金沢土産、栗蒸し羊羹等）,,,,堅豆腐の醸し漬
2026/03/26,窓口,1.日本,19時以降,市民利用,家族連れ,男女,20代から30代,イベント,,,,,,,,,プロジェクションマッピング,,ネットで調べ、大きなイベントはないことをお伝えし、駅周辺のカブッキーなどの規模の小さいものを案内した
2026/03/27,窓口,1.日本,09時台,観光,個人,女性,20代から30代,交通,,シェアサイクル,アプリ,,,,,,,,シェアサイクルのアプリの取り方。ご案内のプリントをお見せして、ご自分で登録をお願いした。
2026/03/27,窓口,1.日本,09時台,観光,個人,女性,40代から50代,交通,,バス,やわたメディカル,,,,,,,,やわたメディカルセンター、JAあぐりへのアクセス。バスをご案内した。
2026/03/27,電話,1.日本,12時台,観光,個人,女性,40代から50代,観光案内,,,,,ガイド,お渡しなし,,,,,飯山市の方から６／24に小松にいくのですが、ガイドをお願いしたいと言う問い合わせがありNWの電話ご案内しました
2026/03/27,窓口,1.日本,17時台,観光,個人,女性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/27,窓口,1.日本,16時台,観光,家族連れ,男女,20代から30代,Komatsu九館内,日本遺産のスタンプ,,,,,,,,,,イベントスペースを案内した
2026/03/27,窓口,1.日本,17時台,観光,個人,女性,20代から30代,Komatsu九館内,チャージスポット,,,,,,,,,,
2026/03/28,窓口,1.日本,11時台,市民利用,個人,男性,40代から50代,交通,,バス,イオンモール新小松行きのバス,,,,,,,,イオンモール新小松行きのバス
2026/03/28,窓口,1.日本,10時台,観光,個人,男性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/28,窓口,1.日本,11時台,観光,個人,男性,60代以上,周辺店舗、飲食店,,,,小松うどん、塩焼きそば,,,,,,,
2026/03/28,窓口,1.日本,12時台,観光,2〜5人,女性,60代以上,Komatsu九館内,荷物の預かり所の有無,,,,,,,,,,
2026/03/28,窓口,1.日本,12時台,市民利用,2〜5人,男女,40代から50代,交通,,バス,小松市立高へのバス,,,,,,,,
2026/03/29,窓口,1.日本,15時台,観光,個人,男性,60代以上,その他,,,,,,,,,,その他,街並みをこ1時間歩くのに周辺のマップをお渡しし芦城公園と天満宮をご案内しました　小坂
2026/03/29,窓口,1.日本,17時台,観光,個人,男性,40代から50代,周辺店舗、飲食店,,,,銭湯,,,,,,,さくら湯に案内した
2026/03/29,窓口,1.日本,15時台,観光,個人,男性,60代以上,観光案内,,,,,みよっさ,"じゃらん, 見て歩きマップ, 個別のパンフレット",,,,,富山からお越しのこと
2026/03/29,窓口,1.日本,15時台,観光,家族連れ,女性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/29,窓口,1.日本,16時台,観光,個人,男性,40代から50代,物産,,,,,,,取扱いのないもの（金沢土産、栗蒸し羊羹等）,,,,栗蒸し羊羹
2026/03/29,窓口,1.日本,18時台,観光,個人,女性,60代以上,Komatsu九館内,お手洗い,,,,,,,,,,
2026/03/29,窓口,1.日本,17時台,観光,2〜5人,男女,40代から50代,Komatsu九館内,お土産,,,,,,,,,,他にもお土産売っているところはないのか、と言われた
2026/03/30,窓口,1.日本,11時台,観光,個人,男性,60代以上,交通,,バス,いおん,,,,,,,,イオンモール行きのバスをお探し。循環バスご案内した。
2026/03/30,窓口,1.日本,11時台,観光,個人,女性,60代以上,交通,,バス,イオンモール,,,,,,,,イオンモール行きのバスをお探し。循環バスをご案内した。
2026/03/30,窓口,1.日本,12時台,市民利用,個人,男性,40代から50代,交通,,バス,時刻表,,,,,,,,市役所のホームページにコミュニティバスの時刻表が載っていない。4月から時刻が変わるのか。と問い合わせがあった。時刻表の変更予定はないこと、交通政策室のホームページに時刻表が載っていることをご案内した。
2026/03/30,窓口,1.日本,14時台,観光,家族連れ,男女,60代以上,交通,,バス,美術館,,,,,,,,小松の美術館に行きたいとのこと。バスをご案内した。
2026/03/30,窓口,1.日本,17時台,観光,2〜5人,男女,60代以上,周辺店舗、飲食店,,,,"ディナー, 寿司",,,,,,,つばき
2026/03/31,窓口,2.アジア,11時台,観光,個人,男性,20代から30代,周辺店舗、飲食店,,,,ランチ,,,,,,,おすすめのランチを聞かれ、小松うどんや寿司屋をご案内した。
2026/03/31,窓口,1.日本,11時台,観光,家族連れ,男女,60代以上,交通,,バス,九谷陶芸村,,,,,,,,陶芸村までのアクセス。バスをご案内した。
2026/03/31,窓口,1.日本,14時台,観光,個人,男性,60代以上,宿泊,,,,,,,,まつさき温泉,,,まつさき温泉の電話番号が知りたいとのこと。おしらべした。
2026/03/31,窓口,1.日本,13時台,観光,個人,女性,60代以上,観光案内,,,,,みよっさ,見て歩きマップ,,,,,駅周辺の観光地。みよっさや錦窯をご案内。
2026/04/01,窓口,1.日本,09時台,観光,個人,男性,60代以上,観光案内,,,,,鳥越城跡,お渡しなし,,,,,鳥越城跡迄の交通方法のご案内をしました
2026/04/01,窓口,1.日本,10時台,市民利用,個人,女性,40代から50代,その他,,,,,,,,,,その他,周辺の駐車場をご案内しました
2026/04/01,窓口,1.日本,11時台,市民利用,個人,女性,20代から30代,交通,,バス,イオンモール新小松行きのバス,,,,,,,,イオンモール新小松行きのバス
2026/04/01,窓口,1.日本,10時台,観光,2〜5人,男性,40代から50代,観光案内,,,,,福井恐竜博物館,お渡しなし,,,,,福井恐竜博物館までのアクセス。
2026/04/01,窓口,1.日本,10時台,観光,個人,男性,60代以上,観光案内,,,,,鳥越城までのアクセス,お渡しなし,,,,,鳥越城までのアクセス
2026/04/01,窓口,1.日本,09時台,市民利用,個人,男性,60代以上,物産,,,,,,,取扱いのないもの（金沢土産、栗蒸し羊羹等）,,,,松葉屋栗蒸し羊羹
2026/04/01,窓口,1.日本,15時台,観光,個人,女性,60代以上,観光案内,,,,,弁慶スタジアム,見て歩きマップ,,,,,弁慶スタジアムや義経アリーナについて聞かれた
2026/04/01,窓口,1.日本,14時台,観光,個人,女性,60代以上,観光案内,,,,,航空プラザ,お渡しなし,,,,,
2026/04/01,窓口,1.日本,15時台,観光,家族連れ,男女,40代から50代,Komatsu九館内,カブーレ,,,,,,,,,,座れるところをお探し
2026/04/01,窓口,1.日本,16時台,観光,家族連れ,男女,20代から30代,Komatsu九館内,駅弁,,,,,,,,,,カブーレに案内した
2026/04/02,窓口,3.欧米,10時台,観光,個人,男性,40代から50代,周辺店舗、飲食店,,,,花屋,,,,,,,近くの花屋。ライラックフローリスト案内しました。林
2026/04/02,電話,1.日本,15時台,観光,2〜5人,男女,20代から30代,観光案内,,,,,木場潟公園,お渡しなし,,,,,明日、明後日粟津温泉に泊まって翌日に動物園に行き、その後、芦城公園か木場潟公園で桜をみたいが今どのくらいか。満開です。動物園に行ってからだと逆戻りになるので先にお花見の方がよい。木場潟公園だと動物園に行く途中にあるので時間のロスもないです。お伝えしました。林
2026/04/02,窓口,1.日本,15時台,市民利用,個人,男性,学生,その他,,,,,,,,,,落とし物,事務所に案内した
2026/04/02,窓口,1.日本,15時台,市民利用,2〜5人,男女,40代から50代,Komatsu九館内,ATM,,,,,,,,,,セブンイレブン以外にないのか、せめて近くにほしいとのこと
2026/04/02,窓口,1.日本,16時台,観光,個人,女性,60代以上,物産,,,,,,,取扱いのないもの（金沢土産、栗蒸し羊羹等）,,,,圓八のあんころ餅
2026/04/03,窓口,3.欧米,12時台,観光,家族連れ,男女,20代から30代,イベント,,,,,,,,,おお相撲,,オーストラリアからのお客様。小松場所のチケットを買えるのかとの問い合わせ。会場の場所をご案内したが、検討されるとのこと。
2026/04/03,窓口,1.日本,11時台,観光,個人,男性,60代以上,交通,,バス,木場潟公園,,,,,,,,木場潟公園までのアクセス。木場潟線をご案内した。
2026/04/04,窓口,1.日本,09時台,観光,個人,女性,40代から50代,Komatsu九館内,ロッカー,,,,,,,,,,コインロッカーをお探し。ご案内した。
2026/04/04,窓口,1.日本,09時台,観光,個人,女性,40代から50代,観光案内,,,,,小松城址,見て歩きマップ,,,,,小松城址を見たいとのこと。小松高校周辺、芦城公園をご案内した。
2026/04/04,窓口,1.日本,10時台,観光,個人,女性,20代から30代,Komatsu九館内,コインロッカー,,,,,,,,,,コインロッカーをお探し。ご案内した。
2026/04/05,窓口,3.欧米,10時台,観光,2〜5人,女性,60代以上,観光案内,,,,,富山県高山市,お渡しなし,,,,,小松駅から富山駅に行き高山市に行く方法のお問い合わせ　バスと電車があるとお伝えしました　(大音)
2026/04/05,窓口,1.日本,10時台,観光,個人,男性,40代から50代,Komatsu九館内,Komatsu九について,,,,,,,,,,イベントスペース場所のお問い合わせ　案内しました　(大音)
2026/04/05,窓口,1.日本,13時台,観光,個人,女性,60代以上,観光案内,,,,,みよっさ,駅周辺マップ,,,,,みよっさまでの道をご案内しました
2026/04/05,窓口,1.日本,14時台,観光,個人,男性,40代から50代,観光案内,,,,,芦城公園,見て歩きマップ,,,,,桜を見に行くお問い合わせ　(大音)
2026/04/05,電話,1.日本,16時台,市民利用,個人,女性,60代以上,物産,,,,,,,酒,,,,小泉孝太郎さんが農口尚彦さんに弟子入りして作ったお酒のお問い合わせ　農口の電話番号をお伝えしました　(大音)
2026/04/06,窓口,1.日本,09時台,観光,個人,男性,60代以上,交通,,バス,高速バス,,,,,,,,高速バスのチケットを買いたいとのこと。バス会社の連絡先をお伝えした。
2026/04/06,窓口,1.日本,11時台,観光,個人,男性,20代から30代,Komatsu九館内,喫煙所,,,,,,,,,,
2026/04/06,窓口,1.日本,12時台,ビジネス,個人,男性,60代以上,周辺店舗、飲食店,,,,ランチ,,,,,,,蕎麦屋をお探し。すみげんさんをご案内した。
2026/04/07,窓口,1.日本,08時台,市民利用,個人,女性,40代から50代,イベント,,,,,,,,,小松場所,,小松場所の会場までのアクセス。循環バスをご案内した。
2026/04/07,電話,1.日本,08時台,市民利用,個人,男性,60代以上,イベント,,,,,,,,,大相撲,,小松場所のチケットを買いたいとのこと。当店ではもう販売していないことをお伝え。
2026/04/07,窓口,1.日本,08時台,市民利用,個人,男性,20代から30代,イベント,,,,,,,,,大相撲,,小松場所のチケットの問い合わせ。当日販売はないことをお伝え。
2026/04/07,窓口,1.日本,09時台,観光,2〜5人,男女,60代以上,交通,,バス,一向一揆記念館,,,,,,,,一向一揆記念館のアクセス。バスをご案内した。
2026/04/07,窓口,2.アジア,10時台,観光,個人,女性,40代から50代,交通,,バス,芦城公園,,,,,,,,芦城公園までのアクセス。徒歩とバスをご案内した。
2026/04/07,窓口,2.アジア,10時台,観光,2〜5人,女性,40代から50代,Komatsu九館内,コインロッカー,,,,,,,,,,コインロッカーをお探し。ご案内した。
2026/04/07,窓口,1.日本,12時台,観光,2〜5人,男女,60代以上,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/07,窓口,1.日本,13時台,市民利用,個人,男性,60代以上,Komatsu九館内,喫煙所,,,,,,,,,,
2026/04/07,窓口,1.日本,14時台,観光,2〜5人,男女,60代以上,交通,,バス,小松空港,,,,,,,,交通系ICを使えるのか
2026/04/08,窓口,1.日本,10時台,観光,個人,男女,20代から30代,その他,,,,,,,,,,その他,駅のスタンプをお探し。新幹線改札前をご案内した。
2026/04/08,窓口,1.日本,09時台,観光,個人,女性,20代から30代,Komatsu九館内,ビッケ,,,,,,,,,,ビッケをお探し。ご案内した。
2026/04/08,窓口,1.日本,11時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/08,電話,1.日本,12時台,観光,個人,男性,60代以上,観光案内,,,,,古代桜,お渡しなし,,,,,小松インターから古代桜までのアクセスを知りたいとのことご案内した。
2026/04/08,電話,1.日本,15時台,観光,個人,女性,60代以上,観光案内,,,,,那谷寺,輸送済,,,,,那谷寺の観覧時間をきかれ、1時間程はかかると思いますとお答えしました
2026/04/08,窓口,1.日本,16時台,観光,個人,男性,40代から50代,周辺店舗、飲食店,,,,ディナー,,,,,,,ホルモン焼きのお店。しんらえんを案内しました。林
2026/04/09,窓口,1.日本,13時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2026/04/09,窓口,3.欧米,13時台,観光,個人,男性,40代から50代,Komatsu九館内,ロッカー,,,,,,,,,,ロッカーやATMをお探し。ご案内した。
2026/04/09,電話,1.日本,14時台,ビジネス,個人,男性,40代から50代,周辺店舗、飲食店,,,,ランチ,,,,,,,旅行会社より団体のランチができるところをお探し。長沖さんがキャンセルになって代わりの店を探しているとのこと。梶助や一浪、一山楼などをご案内した。
2026/04/09,窓口,1.日本,14時台,観光,個人,男性,60代以上,物産,,,,,,,酒,,,,お酒飲むようのカップも販売してほしいとのこと
2026/04/09,窓口,1.日本,15時台,観光,個人,男性,60代以上,物産,,,,,,,取扱いのないもの（金沢土産、栗蒸し羊羹等）,,,,紫雲石の取り扱いはあるか、と聞かれた
2026/04/09,窓口,1.日本,15時台,観光,個人,男性,60代以上,宿泊,,,,,,,,駅近のホテル,,,航空祭の日に泊まれるところはないか、との問い合わせ。一覧から順にお調べしたがシングルの空きはないことをお伝えした。また、シャトルバスの運行会社を聞かれたため北鉄バスの電話番号をお伝えした。
2026/04/09,窓口,1.日本,16時台,市民利用,個人,女性,40代から50代,交通,,シェアサイクル,駐車場の場所など問い合わせ,,,,,,,,
2026/04/09,窓口,1.日本,16時台,市民利用,個人,女性,40代から50代,その他,,,,,,,,,,その他,小松駅前行政サービスセンター
2026/04/09,窓口,1.日本,16時台,観光,個人,男性,20代から30代,物産,,,,,,,その他雑貨,,,,キーホルダーの売り場と、小松との縁を聞かれた
2026/04/09,窓口,1.日本,18時台,観光,家族連れ,男女,20代から30代,Komatsu九館内,ポムポムプリン,,,,,,,,,,ポムポムプリンの由縁について聞かれた
2026/04/10,窓口,1.日本,09時台,観光,個人,男性,60代以上,交通,,バス,バス乗り場,,,,,,,,別宮へのバス乗り場。2番乗り場と案内しました。林
2026/04/10,窓口,1.日本,10時台,観光,個人,女性,40代から50代,交通,,バス,イオンモール小松,,,,,,,,イオンモール小松行きのバスの案内。林
2026/04/10,窓口,1.日本,11時台,観光,個人,女性,60代以上,周辺店舗、飲食店,,,,図書館、みよっさ,,,,,,,図書館、みよっさを案内しました。林
2026/04/10,窓口,3.欧米,12時台,観光,2〜5人,男女,60代以上,観光案内,,,,,みよっさ,個別のパンフレット,,,,,コマツの杜は休園　みよっさを案内しました　(大音)
2026/04/10,窓口,1.日本,11時台,市民利用,個人,男性,20代から30代,物産,,,,,,,土産店の商品についての説明を求められた,,,,案内しました　(大音)
2026/04/10,窓口,1.日本,14時台,観光,個人,女性,60代以上,物産,,,,,,,食品,,,,ホタルイカの瓶詰めは取り扱いないのか
